Miasto;Wojewodztwo;Latitude;Longitude
Ostrzeszów;wielkopolskie;51.425;17.929722222222225
Piła (miasto);wielkopolskie;53.1475;16.730833333333333
Pleszew;wielkopolskie;51.89722222222222;17.785555555555558
Pniewy;wielkopolskie;52.50888888888889;16.25638888888889
Pobiedziska;wielkopolskie;52.480000000000004;17.279444444444444
Pogorzela;wielkopolskie;51.82222222222222;17.230555555555554
Poniec;wielkopolskie;51.763888888888886;16.808333333333334
Poznań;wielkopolskie;52.40833333333333;16.934166666666666
Przedecz;wielkopolskie;52.33555555555556;18.896666666666665
Puszczykowo;wielkopolskie;52.281666666666666;16.854166666666668
Pyzdry;wielkopolskie;52.17027777777778;17.69
Rakoniewice;wielkopolskie;52.14083333333333;16.273055555555555
Raszków;wielkopolskie;51.72083333333334;17.72694444444444
Rawicz;wielkopolskie;51.60916666666667;16.8575
Rogoźno;wielkopolskie;52.74916666666667;16.999722222222225
Rychwał;wielkopolskie;52.071111111111115;18.166944444444447
Rydzyna;wielkopolskie;51.786944444444444;16.666944444444447
Sieraków;wielkopolskie;52.64888888888889;16.08138888888889
Skoki (miasto);wielkopolskie;52.67388888888889;17.16222222222222
Słupca;wielkopolskie;52.28722222222222;17.871111111111112
Sompolno;wielkopolskie;52.38805555555555;18.501666666666665
Stawiszyn;wielkopolskie;51.91833333333333;18.11138888888889
Stęszew;wielkopolskie;52.278888888888886;16.708055555555553
Sulmierzyce;wielkopolskie;51.60583333333334;17.530833333333334
Swarzędz;wielkopolskie;52.40833333333333;17.07138888888889
Szamocin;wielkopolskie;53.030277777777776;17.120555555555555
Szamotuły;wielkopolskie;52.611111111111114;16.578888888888887
Ślesin;wielkopolskie;52.37027777777778;18.30638888888889
Śmigiel;wielkopolskie;52.009166666666665;16.51861111111111
Śrem;wielkopolskie;52.08861111111111;17.014722222222222
Środa Wielkopolska;wielkopolskie;52.231944444444444;17.26638888888889
Trzcianka;wielkopolskie;53.041666666666664;16.461111111111112
Trzemeszno;wielkopolskie;52.56111111111111;17.822222222222223
Tuliszków;wielkopolskie;52.07638888888889;18.29361111111111
Turek;wielkopolskie;52.013333333333335;18.485277777777778
Ujście (miasto);wielkopolskie;53.052499999999995;16.733055555555556
Wągrowiec;wielkopolskie;52.80694444444444;17.206944444444442
Wieleń;wielkopolskie;52.89222222222222;16.17361111111111
Wielichowo;wielkopolskie;52.11888888888889;16.349444444444444
Witkowo;wielkopolskie;52.43888888888888;17.774166666666666
Wolsztyn;wielkopolskie;52.11416666666667;16.116944444444446
Wronki;wielkopolskie;52.70777777777778;16.378611111111113
Września;wielkopolskie;52.32511111111111;17.565250000000002
Wyrzysk;wielkopolskie;53.15361111111111;17.266944444444444
Wysoka (miasto);wielkopolskie;53.181666666666665;17.079722222222223
Zagórów;wielkopolskie;52.16555555555556;17.891666666666666
Zbąszyń;wielkopolskie;52.253055555555555;15.917777777777777
Zduny;wielkopolskie;51.646388888888886;17.37777777777778
Złotów;wielkopolskie;53.36027777777778;17.040833333333335
Żerków;wielkopolskie;52.068333333333335;17.56277777777778
